0.076   -0.107751   -0.184618   -0.0388384   -0.0202152   -0.108185   -0.184711   -0.0388448   -0.0202134
0.077   -0.0976117   -0.180374   -0.0373554   -0.0197848   -0.097939   -0.180453   -0.0373506   -0.0197818
0.078   -0.0877722   -0.176261   -0.0359007   -0.0193666   -0.0879913   -0.176337   -0.0358838   -0.0193623
0.079   -0.078219   -0.172272   -0.0344731   -0.0189601   -0.078328   -0.172323   -0.0344434   -0.0189544
0.08   -0.0689396   -0.168402   -0.0330717   -0.0185648   -0.068937   -0.16844   -0.0330286   -0.0185578
0.081   -0.0599219   -0.164647   -0.0316953   -0.0181801   -0.0598086   -0.164683   -0.0316385   -0.0181719
0.082   -0.0508737   -0.160993   -0.03029   -0.017804   -0.0509324   -0.161014   -0.0302723   -0.0177964
0.083   -0.0419125   -0.157441   -0.0288792   -0.0174369   -0.042299   -0.157462   -0.0289294   -0.0174308
0.084   -0.0332341   -0.153991   -0.0275007   -0.0170797   -0.0338988   -0.154012   -0.0276088   -0.0170749
0.085   -0.024826   -0.15064   -0.0261534   -0.0167319   -0.0257236   -0.150659   -0.0263101   -0.0167282
0.086   -0.0166763   -0.147384   -0.0248359   -0.0163933   -0.0177653   -0.147401   -0.0250326   -0.0163904
0.087   -0.00877382   -0.144218   -0.0235468   -0.0160635   -0.0100156   -0.144233   -0.0237757   -0.0160613
0.088   -0.00110787   -0.141141   -0.0222852   -0.0157422   -0.0024675   -0.141153   -0.0225387   -0.0157404
0.089   0.00633164   -0.138147   -0.0210499   -0.015429   0.00488614   -0.138157   -0.0213212   -0.0154276
0.09   0.0135543   -0.135235   -0.0198397   -0.0151237   0.0120523   -0.135241   -0.0201227   -0.0151224
0.091   0.0205692   -0.1324   -0.0186537   -0.014826   0.0190372   -0.132404   -0.0189426   -0.0148247
0.092   0.0273849   -0.129641   -0.017491   -0.0145357   0.0258471   -0.129642   -0.0177804   -0.0145343
0.093   0.0340097   -0.126955   -0.0163505   -0.0142524   0.0324877   -0.126953   -0.0166359   -0.0142509
0.094   0.0404515   -0.124338   -0.0152315   -0.0139759   0.0389646   -0.124334   -0.0155085   -0.0139741
0.095   0.0467175   -0.121789   -0.0141332   -0.013706   0.0452834   -0.121783   -0.0143976   -0.0137039
0.096   0.0528149   -0.119305   -0.0130546   -0.0134425   0.051449   -0.119297   -0.0133031   -0.01344
0.097   0.0587505   -0.116884   -0.0119951   -0.0131852   0.0574662   -0.116874   -0.0122246   -0.0131822
0.098   0.0645306   -0.114524   -0.010954   -0.0129338   0.0633397   -0.114512   -0.0111618   -0.0129303
0.099   0.0701614   -0.112223   -0.00993054   -0.0126881   0.0690741   -0.112209   -0.0101142   -0.0126842
0.1   0.0756486   -0.109978   -0.00892407   -0.0124481   0.0746736   -0.109963   -0.00908157   -0.0124436
0.101   0.0809979   -0.107788   -0.00793397   -0.0122134   0.0801422   -0.107773   -0.0080636   -0.0122084
0.102   0.0862146   -0.105652   -0.00695965   -0.011984   0.0854838   -0.105635   -0.00706001   -0.0119784
0.103   0.0913038   -0.103566   -0.00600053   -0.0117596   0.0907025   -0.10355   -0.00607052   -0.0117535
0.104   0.0962702   -0.101531   -0.00505605   -0.0115402   0.0958011   -0.101515   -0.00509489   -0.0115335
0.105   0.101119   -0.099544   -0.0041257   -0.0113255   0.100784   -0.0995274   -0.00413282   -0.0113182
0.106   0.105853   -0.0976036   -0.00320896   -0.0111154   0.105654   -0.0975872   -0.00318412   -0.0111076
0.107   0.110479   -0.0957085   -0.00230536   -0.0109097   0.110415   -0.0956927   -0.00224851   -0.0109014
0.108   0.1153   -0.0938725   -0.00132743   -0.0107076   0.115069   -0.0938422   -0.00132581   -0.0106996
0.109   0.120085   -0.0920824   -0.000343329   -0.0105096   0.119619   -0.0920345   -0.000415806   -0.0105021
0.11   0.124734   -0.0903317   0.000618381   -0.0103157   0.124069   -0.0902683   0.000481726   -0.0103086
0.111   0.129254   -0.0886193   0.00155852   -0.0101259   0.128421   -0.0885418   0.00136695   -0.0101192
0.112   0.13365   -0.0869441   0.00247788   -0.00994003   0.132676   -0.0868555   0.00224008   -0.00993362
0.113   0.137925   -0.0853051   0.0033772   -0.009758   0.136839   -0.0852062   0.00310124   -0.00975185
0.114   0.142085   -0.0837012   0.00425721   -0.00957971   0.140911   -0.0835939   0.00395066   -0.00957376
0.115   0.146133   -0.0821314   0.00511858   -0.00940503   0.144895   -0.0820211   0.00478845   -0.00939926
0.116   0.150073   -0.0805948   0.00596198   -0.00923388   0.148792   -0.0804756   0.00561483   -0.00922821
0.117   0.15391   -0.0790905   0.00678803   -0.00906615   0.152607   -0.0789671   0.00642985   -0.00906061
0.118   0.157647   -0.0776176   0.00759734   -0.00890176   0.156339   -0.0774918   0.00723375   -0.00889627
0.119   0.161287   -0.0761754   0.00839049   -0.00874061   0.159991   -0.0760479   0.0080266   -0.00873515
0.12   0.164834   -0.0747629   0.00916803   -0.00858262   0.163564   -0.0746351   0.00880858   -0.00857717
0.121   0.168291   -0.0733794   0.00993048   -0.0084277   0.167064   -0.0732525   0.00957976   -0.00842226
0.122   0.171662   -0.0720241   0.0106784   -0.00827577   0.170488   -0.071899   0.0103403   -0.0082703
0.123   0.174948   -0.0706964   0.0114122   -0.00812676   0.173839   -0.0705741   0.0110903   -0.00812125
0.124   0.178154   -0.0693955   0.0121324   -0.00798058   0.177119   -0.0692768   0.0118299   -0.00797505
0.125   0.181282   -0.0681207   0.0128394   -0.00783718   0.180331   -0.0680065   0.012559   -0.00783162
0.126   0.184335   -0.0668714   0.0135337   -0.00769647   0.183474   -0.0667624   0.0132782   -0.00769082
0.127   0.187315   -0.0656471   0.0142156   -0.00755839   0.186551   -0.0655439   0.0139871   -0.00755269
0.128   0.190224   -0.064447   0.0148857   -0.00742288   0.189564   -0.0643501   0.014686   -0.0074171
0.129   0.193065   -0.0632706   0.0155442   -0.00728987   0.19251   -0.0631826   0.0153749   -0.00728402
0.13   0.195841   -0.0621173   0.0161915   -0.0071593   0.195399   -0.0620347   0.016054   -0.00715343
0.131   0.198552   -0.0609866   0.016828   -0.00703112   0.198225   -0.0609117   0.0167233   -0.00702514
0.132   0.201203   -0.059878   0.017454   -0.00690526   0.200992   -0.0598112   0.0173829   -0.00689923
0.133   0.203794   -0.0587909   0.0180699   -0.00678167   0.203674   -0.0587325   0.018033   -0.00677558
0.134   0.206328   -0.0577249   0.0186759   -0.00666031   0.20635   -0.0576752   0.0186735   -0.00665417
0.135   0.208806   -0.0566794   0.0192724   -0.0065411   0.208945   -0.0566385   0.0193045   -0.00653491
0.136   0.21123   -0.0556541   0.0198596   -0.00642402   0.211485   -0.0556221   0.0199262   -0.00641778
0.137   0.213655   -0.0546545   0.0204546   -0.00630906   0.213971   -0.0546253   0.0205384   -0.00630274
0.138   0.216259   -0.0536999   0.0211125   -0.00619641   0.216405   -0.0536479   0.0211415   -0.00618973
0.139   0.21879   -0.0527614   0.0217546   -0.0060857   0.218786   -0.0526892   0.0217353   -0.00607868
0.14   0.221251   -0.0518389   0.0223813   -0.0059769   0.221117   -0.0517489   0.0223199   -0.00596959
0.141   0.223644   -0.0509319   0.022993   -0.00586996   0.223397   -0.0508266   0.0228955   -0.0058624
0.142   0.225972   -0.0500401   0.0235903   -0.00576485   0.225629   -0.0499216   0.023462   -0.00575707
0.143   0.228235   -0.0491633   0.0241734   -0.00566153   0.227812   -0.0490336   0.0240195   -0.00565355
0.144   0.230437   -0.0483012   0.0247428   -0.00555995   0.229948   -0.0481624   0.0245681   -0.00555181
0.145   0.232578   -0.0474534   0.0252988   -0.00546008   0.232037   -0.0473073   0.0251078   -0.00545182
0.146   0.234661   -0.0466198   0.0258418   -0.00536188   0.234081   -0.0464684   0.0256387   -0.00535354
0.147   0.236688   -0.0458   0.0263722   -0.00526533   0.236081   -0.0456447   0.0261607   -0.00525695
0.148   0.238659   -0.0449938   0.0268902   -0.00517039   0.238036   -0.0448362   0.026674   -0.00516195
0.149   0.240577   -0.0442009   0.0273961   -0.00507702   0.239947   -0.0440426   0.0271786   -0.00506858
0.15   0.242443   -0.0434212   0.0278904   -0.00498519   0.241815   -0.0432635   0.0276745   -0.00497679
0.151   0.244259   -0.0426543   0.0283732   -0.00489488   0.243642   -0.0424984   0.0281618   -0.00488652
0.152   0.246026   -0.0419001   0.0288448   -0.00480605   0.245427   -0.0417473   0.0286405   -0.00479777
0.153   0.247745   -0.0411583   0.0293056   -0.00471867   0.247171   -0.0410097   0.0291106   -0.0047105
0.154   0.249417   -0.0404288   0.0297558   -0.00463272   0.248876   -0.0402853   0.0295722   -0.00462467
0.155   0.251045   -0.0397112   0.0301956   -0.00454817   0.250541   -0.0395744   0.0300253   -0.00454028
0.156   0.252629   -0.0390055   0.0306252   -0.004465   0.252167   -0.0388751   0.0304699   -0.00445735
0.157   0.25417   -0.0383113   0.031045   -0.00438317   0.253753   -0.03819   0.0309061   -0.00437563
0.158   0.25567   -0.0376286   0.0314551   -0.00430267   0.255304   -0.0375144   0.0313339   -0.00429533
0.159   0.257129   -0.0369572   0.0318558   -0.00422346   0.256816   -0.036852   0.0317533   -0.00421635
0.16   0.258549   -0.0362968   0.0322472   -0.00414553   0.258292   -0.0362013   0.0321644   -0.00413867
0.161   0.259931   -0.0356473   0.0326295   -0.00406886   0.259731   -0.0355618   0.0325672   -0.00406227
0.162   0.261275   -0.0350086   0.033003   -0.00399341   0.261135   -0.0349335   0.0329617   -0.00398707
0.163   0.262583   -0.0343804   0.0333678   -0.00391918   0.262503   -0.034316   0.0333479   -0.00391311
0.164   0.263856   -0.0337627   0.0337241   -0.00384613   0.263837   -0.0337093   0.0337259   -0.00384036
0.165   0.265095   -0.0331552   0.034072   -0.00377425   0.265136   -0.0331131   0.0340957   -0.00376878
0.166   0.266299   -0.0325578   0.0344118   -0.00370353   0.266401   -0.0325268   0.0344565   -0.00369838
0.167   0.267471   -0.0319704   0.0347435   -0.00363393   0.267633   -0.0319507   0.0348107   -0.00362906
0.168   0.268611   -0.0313929   0.0350674   -0.00356545   0.268832   -0.0313844   0.035156   -0.00356089
0.169   0.269781   -0.0308435   0.0353985   -0.00349882   0.269998   -0.0308278   0.0354931   -0.00349382
0.17   0.270968   -0.0303183   0.0357341   -0.00343389   0.271132   -0.0302806   0.0358222   -0.00342782
0.171   0.272117   -0.0298   0.0360601   -0.00336991   0.272234   -0.0297426   0.0361431   -0.0033629
0.172   0.273229   -0.0292884   0.0363767   -0.00330687   0.273305   -0.0292136   0.036456   -0.00329897
0.173   0.274304   -0.0287836   0.036684   -0.00324474   0.274344   -0.0286935   0.0367609   -0.00323609
0.174   0.275343   -0.0282855   0.0369822   -0.00318353   0.275352   -0.0281822   0.0370577   -0.00317421
0.175   0.276347   -0.0277938   0.0372714   -0.00312322   0.27633   -0.0276793   0.0373465   -0.00311333
0.176   0.277317   -0.0273087   0.0375517   -0.00306378   0.277278   -0.0271848   0.0376269   -0.00305341
0.177   0.278253   -0.0268301   0.0378233   -0.00300522   0.278196   -0.0266985   0.0379003   -0.00299444
0.178   0.279156   -0.0263578   0.0380863   -0.00294752   0.279085   -0.0262203   0.0381652   -0.00293642
0.179   0.280027   -0.0258918   0.0383409   -0.00289066   0.279944   -0.0257499   0.0384222   -0.00287932
0.18   0.280866   -0.025432   0.038587   -0.00283463   0.280775   -0.0252873   0.0386712   -0.00282322
0.181   0.281673   -0.0249785   0.0388249   -0.00277943   0.281577   -0.0248323   0.0389124   -0.00276783
0.182   0.28245   -0.0245311   0.0390546   -0.00272504   0.282351   -0.0243847   0.0391457   -0.00271341
0.183   0.283198   -0.0240897   0.0392762   -0.00267146   0.283096   -0.0239445   0.0393711   -0.00265986
0.184   0.283915   -0.0236544   0.0394898   -0.00261866   0.283814   -0.0235113   0.0395885   -0.00260716
0.185   0.284604   -0.0232251   0.0396955   -0.00256665   0.284504   -0.0230861   0.0397983   -0.0025553
0.186   0.285264   -0.0228017   0.0398934   -0.0025154   0.285168   -0.0226665   0.0400002   -0.00250426
0.187   0.285895   -0.0223841   0.0400835   -0.00246492   0.285787   -0.0222538   0.0401942   -0.00245403
0.188   0.2865   -0.0219724   0.0402659   -0.0024152   0.286423   -0.0218481   0.0403803   -0.00240461
0.189   0.287077   -0.0215665   0.0404407   -0.00236621   0.286996   -0.0214489   0.040559   -0.00235597
0.19   0.287627   -0.0211664   0.040608   -0.00231797   0.287552   -0.0210562   0.0407297   -0.0023081
0.191   0.288151   -0.0207719   0.0407677   -0.00227045   0.288083   -0.0206698   0.0408925   -0.002261
0.192   0.288648   -0.0203831   0.0409199   -0.00222365   0.288587   -0.0202896   0.0410478   -0.00221465
0.193   0.28912   -0.0199999   0.0410648   -0.00217756   0.289064   -0.0199154   0.0411952   -0.00216905
0.194   0.289566   -0.0196223   0.0412022   -0.00213217   0.28952   -0.0195474   0.041335   -0.00212417
0.195   0.289988   -0.0192503   0.0413323   -0.00208748   0.289948   -0.019185   0.0414671   -0.00208001
0.196   0.290384   -0.0188837   0.0414551   -0.00204348   0.290351   -0.0188285   0.0415914   -0.00203656
0.197   0.290756   -0.0185227   0.0415706   -0.00200016   0.29073   -0.0184776   0.0417081   -0.00199389
0.198   0.291103   -0.0181671   0.0416788   -0.00195752   0.291082   -0.0181323   0.0418171   -0.00195174
0.199   0.291426   -0.017817   0.0417798   -0.00191555   0.291411   -0.0177925   0.0419185   -0.00191035
0.2   0.291726   -0.0174722   0.0418735   -0.00187424   0.291716   -0.017458   0.0420122   -0.00186963
0.201   0.291919   -0.0171591   0.041935   -0.00183539   0.291996   -0.0171289   0.0420983   -0.00182957
0.202   0.292096   -0.0168494   0.0419911   -0.00179707   0.292253   -0.016805   0.0421768   -0.00179015
0.203   0.292255   -0.0165431   0.0420419   -0.00175925   0.292485   -0.0164861   0.0422477   -0.00175138
0.204   0.292397   -0.0162402   0.0420873   -0.00172195   0.292694   -0.0161723   0.042311   -0.00171324
0.205   0.292521   -0.0159406   0.0421273   -0.00168514   0.292879   -0.0158635   0.0423667   -0.00167572
0.206   0.292629   -0.0156444   0.0421618   -0.00164884   0.293041   -0.0155595   0.0424149   -0.00163881
0.207   0.292719   -0.0153515   0.0421909   -0.00161303   0.293179   -0.0152603   0.0424555   -0.00160251
0.208   0.292792   -0.015062   0.0422146   -0.00157772   0.293295   -0.0149658   0.0424886   -0.0015668
0.209   0.292849   -0.0147759   0.0422327   -0.0015429   0.293387   -0.0146759   0.0425142   -0.00153168
0.21   0.292888   -0.014493   0.0422453   -0.00150856   0.293456   -0.0143905   0.0425322   -0.00149714
0.211   0.292911   -0.0142135   0.0422523   -0.0014747   0.293503   -0.0141097   0.0425429   -0.00146318
0.212   0.292916   -0.0139374   0.0422536   -0.00144133   0.293527   -0.0138332   0.0425462   -0.00142978
0.213   0.292905   -0.0136646   0.0422493   -0.00140843   0.293529   -0.0135611   0.0425417   -0.00139693
0.214   0.292876   -0.0133951   0.0422393   -0.001376   0.293508   -0.0132932   0.0425299   -0.00136464
0.215   0.29283   -0.013129   0.0422234   -0.00134405   0.293465   -0.0130295   0.0425107   -0.00133288
0.216   0.292767   -0.0128662   0.0422017   -0.00131256   0.293399   -0.01277   0.0424841   -0.00130167
0.217   0.292687   -0.0126067   0.0421742   -0.00128154   0.293312   -0.0125145   0.04245   -0.00127098
0.218   0.292589   -0.0123506   0.0421406   -0.00125099   0.293201   -0.0122631   0.0424086   -0.00124081
0.219   0.292473   -0.0120978   0.042101   -0.0012209   0.293071   -0.0120155   0.0423599   -0.00121116
0.22   0.29234   -0.0118483   0.0420553   -0.00119126   0.292918   -0.0117718   0.0423037   -0.00118201
0.221   0.292189   -0.0116022   0.0420035   -0.00116209   0.292744   -0.011532   0.0422403   -0.00115336
0.222   0.292021   -0.0113595   0.0419454   -0.00113337   0.292547   -0.0112959   0.0421695   -0.00112521
0.223   0.291833   -0.0111201   0.0418809   -0.00110511   0.292329   -0.0110635   0.0420914   -0.00109755
0.224   0.291628   -0.010884   0.04181   -0.0010773   0.29209   -0.0108348   0.042006   -0.00107037
0.225   0.291404   -0.0106514   0.0417326   -0.00104994   0.291828   -0.0106096   0.0419133   -0.00104366
0.226   0.291161   -0.0104221   0.0416486   -0.00102304   0.291546   -0.010388   0.0418134   -0.00101743
0.227   0.290899   -0.0101961   0.0415579   -0.000996583   0.291243   -0.0101699   0.0417063   -0.000991653
0.228   0.290617   -0.00997357   0.0414603   -0.000970577   0.290918   -0.00997241   0.0415919   -0.000966339
0.229   0.290316   -0.0097544   0.0413558   -0.000945019   0.290572   -0.00974388   0.0414701   -0.000941476
0.23   0.289863   -0.00955016   0.0411989   -0.00092117   0.290205   -0.00953591   0.0413417   -0.000917061
0.231   0.289363   -0.00935157   0.0410259   -0.000898016   0.289818   -0.00933117   0.0412058   -0.000893085
0.232   0.288857   -0.00915524   0.0408502   -0.00087518   0.289408   -0.0091297   0.0410628   -0.000869547
0.233   0.288342   -0.00896117   0.0406717   -0.000852664   0.288979   -0.00893141   0.0409126   -0.000846435
0.234   0.28782   -0.00876937   0.0404903   -0.000830467   0.288528   -0.00873628   0.0407554   -0.00082375
0.235   0.287289   -0.00857985   0.0403059   -0.000808589   0.288056   -0.00854422   0.0405911   -0.000801483
0.236   0.286749   -0.00839262   0.0401183   -0.00078703   0.287564   -0.00835521   0.0404196   -0.000779631
0.237   0.286201   -0.00820768   0.0399274   -0.000765789   0.287051   -0.00816922   0.0402414   -0.000758187
0.238   0.285642   -0.00802506   0.039733   -0.000744867   0.286517   -0.00798628   0.040056   -0.000737148
0.239   0.285074   -0.00784475   0.0395351   -0.000724264   0.285962   -0.00780609   0.0398636   -0.000716508
0.24   0.284495   -0.00766676   0.0393335   -0.000703979   0.285387   -0.00762886   0.0396643   -0.000696262
0.241   0.283905   -0.00749111   0.039128   -0.000684014   0.284791   -0.00745449   0.039458   -0.000676405
0.242   0.283304   -0.00731781   0.0389185   -0.000664369   0.284174   -0.0072829   0.0392448   -0.000656934
0.243   0.282691   -0.00714686   0.0387049   -0.000645044   0.283537   -0.00711407   0.0390248   -0.000637842
0.244   0.282065   -0.00697828   0.0384869   -0.000626039   0.282879   -0.006948   0.0387979   -0.000619126
0.245   0.281426   -0.00681207   0.0382645   -0.000607356   0.2822   -0.00678458   0.0385641   -0.00060078
0.246   0.280773   -0.00664824   0.0380375   -0.000588995   0.281501   -0.00662382   0.0383236   -0.000582799
0.247   0.280106   -0.0064868   0.0378056   -0.000570956   0.280781   -0.00646568   0.0380762   -0.000565182
0.248   0.279424   -0.00632777   0.0375688   -0.000553241   0.280041   -0.00631012   0.0378223   -0.00054792
0.249   0.278726   -0.00617115   0.0373269   -0.000535851   0.27928   -0.0061571   0.0375615   -0.000531013
0.25   0.278012   -0.00601695   0.0370796   -0.000518787   0.278498   -0.0060066   0.037294   -0.000514454
0.251   0.277281   -0.00586518   0.0368268   -0.00050205   0.277695   -0.00585857   0.0370199   -0.000498239
0.252   0.276532   -0.00571586   0.0365684   -0.00048564   0.276872   -0.00571299   0.0367392   -0.000482366
0.253   0.275765   -0.00556898   0.036304   -0.000469561   0.276027   -0.00556982   0.036452   -0.000466828
0.254   0.274978   -0.00542456   0.0360335   -0.000453813   0.275162   -0.00542903   0.0361581   -0.000451623
0.255   0.274078   -0.00528479   0.0357322   -0.000438867   0.274276   -0.0052906   0.0358578   -0.00043675
0.256   0.27305   -0.00514999   0.0353963   -0.000424789   0.27337   -0.00515449   0.035551   -0.000422192
0.257   0.272019   -0.00501723   0.0350588   -0.000410952   0.272442   -0.00502065   0.0352377   -0.000407961
0.258   0.270984   -0.00488651   0.0347192   -0.000397357   0.271493   -0.00488909   0.0349181   -0.000394048
0.259   0.269944   -0.00475785   0.0343776   -0.000384005   0.270524   -0.00475976   0.034592   -0.000380441
