0.101   -1.41161   -0.779313   -0.428808   -0.172605
0.102   -1.38685   -0.768373   -0.423551   -0.170378
0.103   -1.36262   -0.757673   -0.418375   -0.168197
0.104   -1.33889   -0.747205   -0.413278   -0.16606
0.105   -1.31565   -0.736961   -0.408258   -0.163967
0.106   -1.29288   -0.726935   -0.403315   -0.161915
0.107   -1.27058   -0.717121   -0.398445   -0.159904
0.108   -1.24873   -0.707511   -0.393648   -0.157933
0.109   -1.22731   -0.6981   -0.388922   -0.156
0.11   -1.20632   -0.688882   -0.384266   -0.154104
0.111   -1.18574   -0.679851   -0.379678   -0.152244
0.112   -1.16555   -0.671002   -0.375156   -0.15042
0.113   -1.14576   -0.662329   -0.3707   -0.14863
0.114   -1.12635   -0.653828   -0.366307   -0.146873
0.115   -1.1073   -0.645494   -0.361977   -0.145149
0.116   -1.08861   -0.637321   -0.357708   -0.143456
0.117   -1.07027   -0.629306   -0.353499   -0.141794
0.118   -1.05227   -0.621445   -0.34935   -0.140162
0.119   -1.0346   -0.613732   -0.345257   -0.138559
0.12   -1.01725   -0.606163   -0.341221   -0.136984
0.121   -1.00022   -0.598736   -0.337241   -0.135437
0.122   -0.983492   -0.591446   -0.333314   -0.133917
0.123   -0.967061   -0.58429   -0.329441   -0.132423
0.124   -0.950921   -0.577264   -0.32562   -0.130954
0.125   -0.935063   -0.570364   -0.32185   -0.129511
0.126   -0.919481   -0.563588   -0.31813   -0.128092
0.127   -0.904168   -0.556932   -0.31446   -0.126696
0.128   -0.889118   -0.550393   -0.310837   -0.125324
0.129   -0.874323   -0.543968   -0.307262   -0.123974
0.13   -0.859779   -0.537655   -0.303733   -0.122646
0.131   -0.845478   -0.53145   -0.300249   -0.12134
0.132   -0.831415   -0.525351   -0.29681   -0.120055
0.133   -0.817591   -0.519348   -0.293434   -0.118789
0.134   -0.804044   -0.513377   -0.290266   -0.117533
0.135   -0.790715   -0.507509   -0.287127   -0.116298
0.136   -0.777598   -0.501742   -0.284018   -0.115083
0.137   -0.76469   -0.496074   -0.280938   -0.113887
0.138   -0.751985   -0.490502   -0.277886   -0.112709
0.139   -0.739478   -0.485024   -0.274863   -0.111551
0.14   -0.727166   -0.479637   -0.271867   -0.11041
0.141   -0.715043   -0.47434   -0.2689   -0.109287
0.142   -0.703107   -0.46913   -0.26596   -0.108181
0.143   -0.691351   -0.464005   -0.263046   -0.107092
0.144   -0.679774   -0.458964   -0.26016   -0.10602
0.145   -0.66837   -0.454003   -0.2573   -0.104963
0.146   -0.657137   -0.449123   -0.254466   -0.103923
0.147   -0.64607   -0.44432   -0.251657   -0.102898
0.148   -0.635166   -0.439593   -0.248875   -0.101887
0.149   -0.624421   -0.43494   -0.246117   -0.100892
0.15   -0.613832   -0.430359   -0.243384   -0.0999111
0.151   -0.603397   -0.42585   -0.240676   -0.0989443
0.152   -0.593111   -0.42141   -0.237992   -0.0979913
0.153   -0.582971   -0.417037   -0.235332   -0.0970519
0.154   -0.572976   -0.412731   -0.232695   -0.0961258
0.155   -0.563121   -0.40849   -0.230082   -0.0952127
0.156   -0.553403   -0.404313   -0.227492   -0.0943123
0.157   -0.543821   -0.400198   -0.224925   -0.0934243
0.158   -0.534372   -0.396143   -0.22238   -0.0925486
0.159   -0.525052   -0.392149   -0.219858   -0.0916849
0.16   -0.515859   -0.388212   -0.217358   -0.0908328
0.161   -0.506791   -0.384333   -0.214879   -0.0899923
0.162   -0.497845   -0.380509   -0.212421   -0.089163
0.163   -0.489019   -0.376741   -0.209985   -0.0883448
0.164   -0.48031   -0.373026   -0.20757   -0.0875375
0.165   -0.471717   -0.369363   -0.205176   -0.0867407
0.166   -0.463237   -0.365752   -0.202801   -0.0859544
0.167   -0.454868   -0.362192   -0.200447   -0.0851782
0.168   -0.446608   -0.358681   -0.198113   -0.0844121
0.169   -0.438454   -0.355218   -0.195799   -0.0836559
0.17   -0.430405   -0.351803   -0.193504   -0.0829092
0.171   -0.42246   -0.348435   -0.191228   -0.0821721
0.172   -0.414615   -0.345112   -0.188971   -0.0814442
0.173   -0.406869   -0.341834   -0.186733   -0.0807255
0.174   -0.39922   -0.3386   -0.184513   -0.0800157
0.175   -0.391667   -0.335409   -0.182311   -0.0793146
0.176   -0.384208   -0.332261   -0.180128   -0.0786222
0.177   -0.37684   -0.329153   -0.177962   -0.0779383
0.178   -0.369563   -0.326087   -0.175814   -0.0772627
0.179   -0.362375   -0.32306   -0.173684   -0.0765952
0.18   -0.355274   -0.320072   -0.17157   -0.0759358
0.181   -0.348259   -0.317123   -0.169473   -0.0752842
0.182   -0.341336   -0.31419   -0.167425   -0.0746362
0.183   -0.334502   -0.31127   -0.165424   -0.0739913
0.184   -0.32775   -0.308389   -0.163437   -0.0733543
0.185   -0.321076   -0.305546   -0.161462   -0.0727251
0.186   -0.31448   -0.30274   -0.159501   -0.0721036
0.187   -0.30796   -0.299971   -0.157552   -0.0714895
0.188   -0.301516   -0.297238   -0.155615   -0.0708829
0.189   -0.295145   -0.29454   -0.153692   -0.0702835
0.19   -0.288847   -0.291877   -0.15178   -0.0696912
0.191   -0.28262   -0.289247   -0.149881   -0.0691059
0.192   -0.276464   -0.286652   -0.147994   -0.0685275
0.193   -0.270376   -0.284089   -0.146119   -0.0679559
0.194   -0.264356   -0.281558   -0.144256   -0.0673909
0.195   -0.258403   -0.279059   -0.142405   -0.0668324
0.196   -0.252516   -0.276591   -0.140566   -0.0662804
0.197   -0.246693   -0.274153   -0.138738   -0.0657346
0.198   -0.240934   -0.271746   -0.136922   -0.0651951
0.199   -0.235237   -0.269368   -0.135117   -0.0646617
0.2   -0.229602   -0.267019   -0.133323   -0.0641343
0.201   -0.224028   -0.264698   -0.131541   -0.0636128
0.202   -0.218512   -0.262405   -0.12977   -0.0630971
0.203   -0.213056   -0.26014   -0.128009   -0.0625872
0.204   -0.207657   -0.257902   -0.12626   -0.0620828
0.205   -0.202315   -0.255691   -0.124521   -0.061584
0.206   -0.197029   -0.253506   -0.122793   -0.0610906
0.207   -0.191797   -0.251346   -0.121076   -0.0606026
0.208   -0.18662   -0.249212   -0.119369   -0.0601199
0.209   -0.181496   -0.247102   -0.117672   -0.0596423
0.21   -0.176425   -0.245017   -0.115986   -0.0591699
0.211   -0.171405   -0.242957   -0.11431   -0.0587024
0.212   -0.166436   -0.240919   -0.112644   -0.05824
0.213   -0.161517   -0.238905   -0.110988   -0.0577824
0.214   -0.156648   -0.236914   -0.109341   -0.0573295
0.215   -0.151827   -0.234946   -0.107705   -0.0568814
0.216   -0.147054   -0.232999   -0.106078   -0.056438
0.217   -0.142328   -0.231075   -0.104461   -0.0559991
0.218   -0.137649   -0.229172   -0.102854   -0.0555648
0.219   -0.133015   -0.22729   -0.101256   -0.0551348
0.22   -0.128427   -0.225428   -0.0996667   -0.0547093
0.221   -0.123882   -0.223588   -0.0980872   -0.054288
0.222   -0.119382   -0.221767   -0.0965168   -0.053871
0.223   -0.114924   -0.219966   -0.0949554   -0.0534582
0.224   -0.11051   -0.218185   -0.0934031   -0.0530495
0.225   -0.106136   -0.216423   -0.0918596   -0.0526448
0.226   -0.101805   -0.21468   -0.0903249   -0.0522442
0.227   -0.0975133   -0.212955   -0.088799   -0.0518474
0.228   -0.0932621   -0.211249   -0.0872817   -0.0514546
0.229   -0.0890504   -0.209561   -0.0857729   -0.0510656
0.23   -0.0848776   -0.207891   -0.0842726   -0.0506803
0.231   -0.0807431   -0.206238   -0.0827807   -0.0502988
0.232   -0.0766465   -0.204603   -0.0812971   -0.0499209
0.233   -0.0725871   -0.202984   -0.0798218   -0.0495466
0.234   -0.0685645   -0.201383   -0.0783546   -0.0491759
0.235   -0.0645781   -0.199798   -0.0768954   -0.0488087
0.236   -0.0606275   -0.198229   -0.0754442   -0.048445
0.237   -0.056712   -0.196676   -0.074001   -0.0480846
0.238   -0.0528313   -0.195139   -0.0725656   -0.0477276
0.239   -0.0489848   -0.193617   -0.0711379   -0.047374
0.24   -0.0451721   -0.192111   -0.0697179   -0.0470236
0.241   -0.0413927   -0.19062   -0.0683056   -0.0466764
0.242   -0.0376352   -0.189139   -0.0668903   -0.046331
0.243   -0.0338664   -0.187653   -0.0654414   -0.0459834
0.244   -0.0301318   -0.186184   -0.0640021   -0.0456392
0.245   -0.026431   -0.184729   -0.0625721   -0.0452983
0.246   -0.0227634   -0.183289   -0.0611515   -0.0449607
0.247   -0.0191286   -0.181864   -0.05974   -0.0446263
0.248   -0.0155262   -0.180454   -0.0583376   -0.0442951
0.249   -0.0119557   -0.179058   -0.0569442   -0.043967
0.25   -0.0084167   -0.177676   -0.0555597   -0.043642
0.251   -0.00490872   -0.176309   -0.054184   -0.0433201
0.252   -0.00143136   -0.174955   -0.0528169   -0.0430012
0.253   0.0020158   -0.173614   -0.0514584   -0.0426853
0.254   0.00543317   -0.172287   -0.0501084   -0.0423723
0.255   0.00882114   -0.170973   -0.0487668   -0.0420622
0.256   0.0121801   -0.169673   -0.0474335   -0.0417549
0.257   0.0155105   -0.168385   -0.0461084   -0.0414505
0.258   0.0188127   -0.167109   -0.0447913   -0.0411489
0.259   0.022087   -0.165847   -0.0434823   -0.04085
0.26   0.0253338   -0.164596   -0.0421812   -0.0405538
0.261   0.0285535   -0.163358   -0.040888   -0.0402603
0.262   0.0317465   -0.162132   -0.0396024   -0.0399694
0.263   0.0349131   -0.160917   -0.0383246   -0.0396811
0.264   0.0380536   -0.159714   -0.0370543   -0.0393954
0.265   0.0411685   -0.158523   -0.0357915   -0.0391122
0.266   0.0442579   -0.157343   -0.034536   -0.0388315
0.267   0.0473223   -0.156174   -0.033288   -0.0385533
0.268   0.050362   -0.155017   -0.0320471   -0.0382775
0.269   0.0533774   -0.15387   -0.0308134   -0.0380041
0.27   0.0563686   -0.152734   -0.0295868   -0.0377331
0.271   0.0593361   -0.151609   -0.0283672   -0.0374645
0.272   0.0622801   -0.150494   -0.0271545   -0.0371981
0.273   0.065201   -0.149389   -0.0259487   -0.0369341
0.274   0.068099   -0.148295   -0.0247496   -0.0366723
0.275   0.0709745   -0.14721   -0.0235572   -0.0364127
0.276   0.0738277   -0.146136   -0.0223715   -0.0361554
0.277   0.0766588   -0.145072   -0.0211923   -0.0359002
0.278   0.0794683   -0.144017   -0.0200196   -0.0356471
0.279   0.0822564   -0.142972   -0.0188532   -0.0353962
0.28   0.0850233   -0.141936   -0.0176933   -0.0351474
0.281   0.0877692   -0.140909   -0.0165396   -0.0349006
0.282   0.0904946   -0.139892   -0.0153921   -0.0346559
0.283   0.0931996   -0.138884   -0.0142507   -0.0344132
0.284   0.0958844   -0.137885   -0.0131154   -0.0341725
0.285   0.0985494   -0.136894   -0.0119861   -0.0339337
0.286   0.101195   -0.135913   -0.0108627   -0.0336969
0.287   0.103821   -0.13494   -0.00974518   -0.033462
0.288   0.106428   -0.133975   -0.00863348   -0.033229
0.289   0.109016   -0.133019   -0.00752752   -0.0329979
0.29   0.111585   -0.132072   -0.00642725   -0.0327687
0.291   0.114136   -0.131132   -0.00533259   -0.0325413
0.292   0.116669   -0.130201   -0.00424349   -0.0323156
0.293   0.119183   -0.129278   -0.00315989   -0.0320918
0.294   0.12168   -0.128362   -0.00208173   -0.0318698
0.295   0.12416   -0.127455   -0.00100895   -0.0316494
0.296   0.126622   -0.126555   5.85078e-05   -0.0314308
0.297   0.129067   -0.125663   0.0011207   -0.031214
0.298   0.131495   -0.124778   0.00217769   -0.0309987
0.299   0.133906   -0.123901   0.00322952   -0.0307852
0.3   0.136301   -0.123031   0.00427626   -0.0305733
0.301   0.13868   -0.122169   0.00531795   -0.0303631
0.302   0.141043   -0.121314   0.00635466   -0.0301544
0.303   0.143389   -0.120465   0.00738643   -0.0299473
0.304   0.14572   -0.119624   0.00841333   -0.0297418
0.305   0.148036   -0.11879   0.00943539   -0.0295379
0.306   0.150336   -0.117963   0.0104527   -0.0293355
0.307   0.152621   -0.117142   0.0114652   -0.0291346
0.308   0.154891   -0.116328   0.0124731   -0.0289352
0.309   0.157146   -0.115521   0.0134764   -0.0287373
0.31   0.159387   -0.11472   0.0144751   -0.0285409
0.311   0.161613   -0.113926   0.0154693   -0.0283459
0.312   0.163825   -0.113138   0.016459   -0.0281523
0.313   0.166083   -0.11235   0.0175042   -0.0279576
0.314   0.168384   -0.111564   0.018602   -0.0277619
0.315   0.170668   -0.110783   0.0196913   -0.0275678
0.316   0.172934   -0.110009   0.0207724   -0.0273752
0.317   0.175182   -0.109242   0.0218452   -0.0271841
0.318   0.177413   -0.108481   0.0229099   -0.0269945
0.319   0.179628   -0.107726   0.0239666   -0.0268064
0.32   0.181825   -0.106977   0.0250154   -0.0266198
0.321   0.184006   -0.106235   0.0260563   -0.0264347
0.322   0.18617   -0.105499   0.0270894   -0.026251
0.323   0.188319   -0.104768   0.028115   -0.0260687
0.324   0.190451   -0.104044   0.0291329   -0.0258878
0.325   0.192568   -0.103325   0.0301434   -0.0257083
0.326   0.194668   -0.102613   0.0311465   -0.0255302
0.327   0.196754   -0.101906   0.0321422   -0.0253535
0.328   0.198824   -0.101204   0.0331308   -0.0251781
0.329   0.200879   -0.100509   0.0341122   -0.0250041
0.33   0.20292   -0.0998186   0.0350865   -0.0248314
0.331   0.204945   -0.099134   0.0360539   -0.02466
0.332   0.206957   -0.0984548   0.0370144   -0.0244898
0.333   0.208953   -0.097781   0.037968   -0.024321
0.334   0.210936   -0.0971125   0.0389149   -0.0241534
0.335   0.212904   -0.0964492   0.0398552   -0.0239871
0.336   0.214859   -0.0957912   0.0407888   -0.023822
0.337   0.2168   -0.0951382   0.041716   -0.0236582
0.338   0.218728   -0.0944904   0.0426367   -0.0234955
0.339   0.220642   -0.0938476   0.043551   -0.0233341
0.34   0.222543   -0.0932098   0.044459   -0.0231738
0.341   0.22443   -0.0925769   0.0453608   -0.0230147
0.342   0.226305   -0.0919489   0.0462565   -0.0228568
0.343   0.228168   -0.0913257   0.0471461   -0.0227
0.344   0.230017   -0.0907073   0.0480296   -0.0225444
0.345   0.231854   -0.0900936   0.0489072   -0.0223898
0.346   0.233679   -0.0894846   0.0497789   -0.0222364
0.347   0.235492   -0.0888802   0.0506448   -0.0220841
0.348   0.237293   -0.0882803   0.051505   -0.0219329
0.349   0.239081   -0.087685   0.0523594   -0.0217828
0.35   0.240859   -0.0870942   0.0532083   -0.0216338
0.351   0.242624   -0.0865078   0.0540516   -0.0214858
0.352   0.244378   -0.0859258   0.0548893   -0.0213388
0.353   0.246121   -0.0853481   0.0557217   -0.0211929
0.354   0.247852   -0.0847747   0.0565486   -0.021048
0.355   0.249573   -0.0842056   0.0573702   -0.0209041
0.356   0.251282   -0.0836406   0.0581866   -0.0207613
0.357   0.252981   -0.0830799   0.0589978   -0.0206194
0.358   0.254669   -0.0825232   0.0598038   -0.0204785
0.359   0.256346   -0.0819707   0.0606048   -0.0203386
0.36   0.258013   -0.0814222   0.0614007   -0.0201997
0.361   0.25967   -0.0808776   0.0621916   -0.0200617
0.362   0.261316   -0.0803371   0.0629776   -0.0199246
0.363   0.262952   -0.0798004   0.0637588   -0.0197885
0.364   0.264579   -0.0792677   0.0645351   -0.0196533
0.365   0.266195   -0.0787387   0.0653067   -0.0195191
0.366   0.267802   -0.0782136   0.0660735   -0.0193857
0.367   0.269399   -0.0776922   0.0668358   -0.0192533
0.368   0.270987   -0.0771746   0.0675934   -0.0191217
0.369   0.272566   -0.0766606   0.0683464   -0.0189911
0.37   0.274135   -0.0761503   0.069095   -0.0188613
0.371   0.275694   -0.0756437   0.069839   -0.0187323
0.372   0.277245   -0.0751405   0.0705787   -0.0186043
0.373   0.278787   -0.074641   0.0713141   -0.018477
0.374   0.28032   -0.0741449   0.0720451   -0.0183506
0.375   0.281844   -0.0736524   0.0727718   -0.0182251
0.376   0.28336   -0.0731633   0.0734944   -0.0181004
0.377   0.284867   -0.0726775   0.0742127   -0.0179765
0.378   0.286365   -0.0721952   0.074927   -0.0178534
0.379   0.287856   -0.0717162   0.0756372   -0.0177311
0.38   0.289338   -0.0712405   0.0763433   -0.0176096
0.381   0.290811   -0.0707681   0.0770454   -0.0174888
0.382   0.292277   -0.070299   0.0777436   -0.0173689
0.383   0.293735   -0.069833   0.0784379   -0.0172497
0.384   0.295185   -0.0693703   0.0791284   -0.0171313
0.385   0.296627   -0.0689107   0.079815   -0.0170137
0.386   0.298062   -0.0684542   0.0804978   -0.0168968
0.387   0.299489   -0.0680009   0.0811769   -0.0167807
0.388   0.300908   -0.0675506   0.0818524   -0.0166652
0.389   0.30232   -0.0671033   0.0825241   -0.0165506
0.39   0.303725   -0.0666591   0.0831923   -0.0164366
0.391   0.305246   -0.0662156   0.0839541   -0.0163213
0.392   0.306793   -0.0657745   0.0847382   -0.0162063
0.393   0.308329   -0.0653364   0.0855149   -0.016092
0.394   0.309852   -0.0649012   0.0862843   -0.0159784
0.395   0.311364   -0.0644691   0.0870466   -0.0158657
0.396   0.312864   -0.0640399   0.0878017   -0.0157537
0.397   0.314353   -0.0636135   0.0885498   -0.0156425
0.398   0.31583   -0.0631901   0.0892909   -0.015532
0.399   0.317296   -0.0627695   0.090025   -0.0154222
0.4   0.318751   -0.0623518   0.0907523   -0.0153132
0.401   0.320196   -0.0619368   0.0914728   -0.0152049
0.402   0.321629   -0.0615247   0.0921866   -0.0150973
0.403   0.323051   -0.0611152   0.0928937   -0.0149905
0.404   0.324463   -0.0607086   0.0935942   -0.0148843
0.405   0.325864   -0.0603046   0.0942882   -0.0147789
0.406   0.327255   -0.0599033   0.0949757   -0.0146742
0.407   0.328635   -0.0595046   0.0956567   -0.0145701
0.408   0.330005   -0.0591086   0.0963315   -0.0144667
0.409   0.331365   -0.0587152   0.0969999   -0.014364
0.41   0.332716   -0.0583244   0.0976621   -0.014262
0.411   0.334056   -0.0579361   0.0983181   -0.0141606
0.412   0.335386   -0.0575504   0.0989681   -0.0140599
0.413   0.336707   -0.0571672   0.0996119   -0.0139599
0.414   0.338018   -0.0567865   0.10025   -0.0138605
0.415   0.33932   -0.0564083   0.100882   -0.0137617
0.416   0.340612   -0.0560325   0.101508   -0.0136636
0.417   0.341895   -0.0556591   0.102128   -0.0135661
0.418   0.343169   -0.0552882   0.102742   -0.0134693
0.419   0.344434   -0.0549197   0.103351   -0.013373
0.42   0.34569   -0.0545535   0.103954   -0.0132774
0.421   0.346937   -0.0541897   0.104551   -0.0131824
0.422   0.348175   -0.0538282   0.105143   -0.013088
0.423   0.349404   -0.053469   0.105729   -0.0129942
0.424   0.350625   -0.0531122   0.10631   -0.012901
0.425   0.351837   -0.0527575   0.106885   -0.0128084
0.426   0.353041   -0.0524052   0.107455   -0.0127163
0.427   0.354236   -0.0520551   0.10802   -0.0126249
0.428   0.355423   -0.0517072   0.108579   -0.012534
0.429   0.356602   -0.0513614   0.109133   -0.0124437
0.43   0.357773   -0.0510179   0.109682   -0.012354
0.431   0.358936   -0.0506765   0.110226   -0.0122648
0.432   0.360091   -0.0503373   0.110765   -0.0121762
0.433   0.361238   -0.0500002   0.111298   -0.0120881
0.434   0.362378   -0.0496652   0.111827   -0.0120006
0.435   0.36351   -0.0493323   0.112351   -0.0119136
0.436   0.364634   -0.0490015   0.112869   -0.0118272
0.437   0.36575   -0.0486727   0.113383   -0.0117413
0.438   0.366859   -0.048346   0.113892   -0.0116559
0.439   0.367961   -0.0480213   0.114397   -0.011571
0.44   0.369056   -0.0476986   0.114896   -0.0114867
0.441   0.370143   -0.0473779   0.115391   -0.0114029
0.442   0.371223   -0.0470592   0.115881   -0.0113196
0.443   0.372297   -0.0467424   0.116367   -0.0112368
0.444   0.373363   -0.0464276   0.116847   -0.0111546
0.445   0.374422   -0.0461147   0.117324   -0.0110728
0.446   0.375475   -0.0458038   0.117796   -0.0109915
0.447   0.37652   -0.0454947   0.118263   -0.0109107
0.448   0.37756   -0.0451875   0.118726   -0.0108304
0.449   0.378592   -0.0448822   0.119185   -0.0107506
0.45   0.379618   -0.0445788   0.119639   -0.0106713
0.451   0.380637   -0.0442772   0.120089   -0.0105925
0.452   0.381651   -0.0439774   0.120534   -0.0105141
0.453   0.382657   -0.0436794   0.120975   -0.0104362
0.454   0.383658   -0.0433833   0.121413   -0.0103588
0.455   0.384652   -0.0430889   0.121845   -0.0102818
0.456   0.38564   -0.0427963   0.122274   -0.0102053
0.457   0.386622   -0.0425055   0.122699   -0.0101292
0.458   0.387598   -0.0422164   0.123119   -0.0100537
0.459   0.388569   -0.041929   0.123536   -0.00997851
0.46   0.389533   -0.0416434   0.123949   -0.00990382
0.461   0.390492   -0.0413595   0.124357   -0.00982957
0.462   0.391444   -0.0410773   0.124762   -0.00975576
0.463   0.392391   -0.0407968   0.125162   -0.00968239
0.464   0.393333   -0.0405179   0.125559   -0.00960945
0.465   0.394269   -0.0402407   0.125952   -0.00953695
0.466   0.395199   -0.0399652   0.126341   -0.00946487
0.467   0.396125   -0.0396913   0.126726   -0.00939321
0.468   0.397044   -0.039419   0.127108   -0.00932198
0.469   0.397959   -0.0391483   0.127486   -0.00925117
0.47   0.398888   -0.0388801   0.12787   -0.00918077
0.471   0.399933   -0.038618   0.128312   -0.00911074
0.472   0.400968   -0.0383574   0.128747   -0.00904113
0.473   0.401994   -0.0380982   0.129177   -0.00897192
0.474   0.403011   -0.0378404   0.129601   -0.00890312
0.475   0.404019   -0.037584   0.130019   -0.00883472
0.476   0.405017   -0.0373289   0.130432   -0.00876672
0.477   0.406007   -0.0370753   0.13084   -0.00869912
0.478   0.406989   -0.036823   0.131242   -0.00863191
0.479   0.407961   -0.036572   0.131638   -0.00856509
0.48   0.408925   -0.0363225   0.132029   -0.00849867
0.481   0.40988   -0.0360742   0.132415   -0.00843263
0.482   0.410827   -0.0358273   0.132795   -0.00836697
0.483   0.411765   -0.0355817   0.13317   -0.0083017
0.484   0.412695   -0.0353374   0.133539   -0.0082368
0.485   0.413616   -0.0350944   0.133904   -0.00817229
0.486   0.41453   -0.0348527   0.134263   -0.00810814
0.487   0.415435   -0.0346122   0.134617   -0.00804437
0.488   0.416332   -0.0343731   0.134966   -0.00798096
0.489   0.417221   -0.0341352   0.135309   -0.00791793
0.49   0.418102   -0.0338986   0.135648   -0.00785526
0.491   0.418975   -0.0336633   0.135981   -0.00779295
